token,count_a,count_b,log_odds,z
司,1,14,-0.545883310813772,-0.8911822727655606
栢,0,7,-0.98160304237779,-0.9346736086130848
辰,0,7,-0.98160304237779,-0.9346736086130848
塵,0,7,-0.98160304237779,-0.9346736086130848
依,0,7,-0.98160304237779,-0.9346736086130848
似,0,7,-0.98160304237779,-0.9346736086130848
絲,0,7,-0.98160304237779,-0.9346736086130848
披,0,7,-0.98160304237779,-0.9346736086130848
但,0,7,-0.98160304237779,-0.9346736086130848
紅,0,7,-0.98160304237779,-0.9346736086130848
尺,0,7,-0.98160304237779,-0.9346736086130848
顏,0,7,-0.98160304237779,-0.9346736086130848
飛,0,7,-0.98160304237779,-0.9346736086130848
極,0,7,-0.98160304237779,-0.9346736086130848
佩,0,7,-0.98160304237779,-0.9346736086130848
笑,0,7,-0.98160304237779,-0.9346736086130848
鵝,0,7,-0.98160304237779,-0.9346736086130848
黃,0,7,-0.98160304237779,-0.9346736086130848
耿,0,7,-0.98160304237779,-0.9346736086130848
子,0,7,-0.98160304237779,-0.9346736086130848
堂,0,7,-0.98160304237779,-0.9346736086130848
面,1,15,-0.5696293128801129,-0.9528267576774263
後,2,22,-0.4552622027459208,-0.9687036383316814
擬,0,8,-0.9817116973113613,-0.9993187213453448
草,0,8,-0.9817116973113613,-0.9993187213453448
喉,0,8,-0.9817116973113613,-0.9993187213453448
露,0,8,-0.9817116973113613,-0.9993187213453448
最,0,8,-0.9817116973113613,-0.9993187213453448
席,0,8,-0.9817116973113613,-0.9993187213453448
老,0,8,-0.9817116973113613,-0.9993187213453448
字,0,8,-0.9817116973113613,-0.9993187213453448
濟,0,8,-0.9817116973113613,-0.9993187213453448
蒼,0,8,-0.9817116973113613,-0.9993187213453448
氷,0,8,-0.9817116973113613,-0.9993187213453448
簡,0,8,-0.9817116973113613,-0.9993187213453448
去,0,8,-0.9817116973113613,-0.9993187213453448
鐵,1,16,-0.5909133098146739,-1.0115394361818473
深,1,16,-0.5909133098146739,-1.0115394361818473
紫,1,16,-0.5909133098146739,-1.0115394361818473
頻,0,9,-0.9818203782041177,-1.060054907572352
晨,0,9,-0.9818203782041177,-1.060054907572352
仙,0,9,-0.9818203782041177,-1.060054907572352
評,0,9,-0.9818203782041177,-1.060054907572352
南,0,9,-0.9818203782041177,-1.060054907572352
正,0,9,-0.9818203782041177,-1.060054907572352
凜,0,9,-0.9818203782041177,-1.060054907572352
回,0,9,-0.9818203782041177,-1.060054907572352
殿,0,9,-0.9818203782041177,-1.060054907572352
道,1,17,-0.6101050147212126,-1.067665261027395
星,0,10,-0.981929085066005,-1.117519702008859
光,0,10,-0.981929085066005,-1.117519702008859
群,0,10,-0.981929085066005,-1.117519702008859
鳳,0,10,-0.981929085066005,-1.117519702008859
蘭,1,18,-0.6275029559314813,-1.12149030329633
避,0,11,-0.982037817906976,-1.1721943387548042
色,0,11,-0.982037817906976,-1.1721943387548042
言,1,19,-0.6433509614367265,-1.173254419648805
繪,0,12,-0.9821465767369872,-1.2244526476871136
斗,0,12,-0.9821465767369872,-1.2244526476871136
柏,0,12,-0.9821465767369872,-1.2244526476871136
歲,0,13,-0.9822553615660006,-1.2745918834362868
銀,0,13,-0.9822553615660006,-1.2745918834362868
丹,0,13,-0.9822553615660006,-1.2745918834362868
筵,0,13,-0.9822553615660006,-1.2745918834362868
史,0,13,-0.9822553615660006,-1.2745918834362868
班,0,13,-0.9822553615660006,-1.2745918834362868
恩,0,13,-0.9822553615660006,-1.2745918834362868
御,0,13,-0.9822553615660006,-1.2745918834362868
前,0,14,-0.9823641724039849,-1.322853032500209
傳,1,23,-0.6948022901884956,-1.3633513545673956
垣,0,15,-0.9824730092609117,-1.3694346805788602
如,0,16,-0.9825818721467598,-1.4145027729899198
乘,0,16,-0.9825818721467598,-1.4145027729899198
題,0,16,-0.9825818721467598,-1.4145027729899198
寒,0,16,-0.9825818721467598,-1.4145027729899198
諫,0,20,-0.9830175841791302,-1.582163454416143
薇,0,20,-0.9830175841791302,-1.582163454416143
馬,0,24,-0.983453713473927,-1.7339421734692066
驄,0,25,-0.9835628110699925,-1.7698936382632364
名,1,38,-0.8000957727644877,-1.92780742831356
霜,1,38,-0.8000957727644877,-1.92780742831356
臺,0,50,-0.9862987690779494,-2.509970155899194
